ncbiID	fullName	rank	parentID
1165	Anabaena cylindrica	species	1163
589342	Pyrenomonadales	order	3027
40125	Bipolaris victoriae	species	33194
7209	Loa loa	species	7208
101162	Bipolaris oryzae	species	33194
1206	Trichodesmium erythraeum	species	1205
56615	Puccinia graminis f. sp. tritici	norank	5297
1728959	Aurantioideae	subfamily	23513
6040	Porifera	phylum	33208
28256	Halomonadaceae	family	135619
273057	Sulfolobus solfataricus P2	norank	2287
148305	Magnaporthe grisea	species	148303
9813	Procavia capensis	species	9812
265316	Cyanidiaceae	family	265318
7176	Culex quinquefasciatus	species	518105
80812	Sorangiineae	suborder	29
31032	Takifugu	genus	31031
147369	Panicoideae	subfamily	147370
9789	Equus	genus	9788
8111	Perciformes	order	1489922
184208	Psathyrellaceae	family	5338
84337	Diplostraca	order	116557
1562	Desulfotomaculum	genus	186807
37727	Talaromyces marneffei	species	5094
54409	Pelagomonadales	order	35675
603422	Mytilinidiales	order	451868
7719	Ciona intestinalis	species	7718
54308	Pleurocapsa minor	species	44474
98757	Gelatoporia	genus	83233
69292	Gasterosteus	genus	69291
31028	Tetraodontoidei	suborder	31022
59765	Fusarium oxysporum f. sp. lycopersici	norank	5507
3711	Brassica rapa	species	3705
1490020	Gasterosteales	infraorder	8100
34479	Spizellomycetaceae	family	34478
8089	Oryzias	genus	8088
39952	Setosphaeria	genus	28556
3052	Chlamydomonas	genus	3051
1205	Trichodesmium	genus	1892252
118562	Arthrospira platensis	species	35823
9401	Pteropus	genus	77225
147380	Oryzeae	tribe	147367
147541	Dothideomycetes	class	715962
5807	Cryptosporidium parvum	species	5806
8100	Cottioidei	suborder	8111
38608	Dasyuromorphia	order	9263
41944	Myrtales	order	91836
6178	Trematoda	class	6157
3042	Chlamydomonadales	order	3166
4155	Erythranthe guttata	species	1502711
449447	Microcystis aeruginosa NIES-843	norank	1126
28983	Sclerotiniaceae	family	5178
9361	Dasypus novemcinctus	species	9360
6939	Ixodidae	family	297308
27319	Metschnikowiaceae	family	4892
78536	Euphyllophyta	norank	58023
374847	Candidatus Korarchaeum cryptofilum OPF8	norank	498846
9126	Passeriformes	order	8825
1344955	Rhizopodaceae	family	1344963
498846	Candidatus Korarchaeum cryptofilum	species	498845
207598	Homininae	subfamily	9604
102115	Stanieria	genus	1890498
5234	Tremellales	order	155616
15367	Brachypodium	genus	147385
70447	Ostreococcus	genus	1525212
1648033	Andropogonodae	norank	147369
9726	Delphinidae	family	9722
5884	Paramecium	genus	340080
9379	Sorex	genus	183663
2159	Methanobacteriaceae	family	2158
7159	Aedes aegypti	species	53541
9592	Gorilla	genus	207598
59922	Prochlorococcus marinus str. MIT 9303	norank	1219
186039	Fragilariopsis cylindrus	species	186035
2903	Emiliania huxleyi	species	2902
9030	Gallus	genus	9072
114378	Thermofilaceae	family	2266
51453	Trichoderma reesei	species	5543
1890438	Leptolyngbyaceae	family	1890424
993615	Vittaforma corneae ATCC 50505	norank	42399
41297	Sphingomonadaceae	family	204457
1489838	Paracanthomorphacea	norank	123368
1437183	Mesangiospermae	norank	3398
56106	Cylindrospermum	genus	1162
7238	Drosophila sechellia	species	32351
480117	Cyclorrhapha	norank	480118
5786	Dictyostelium purpureum	species	5782
3215	Funariales	order	114656
28564	Talaromyces stipitatus	species	5094
99883	Tetraodon nigroviridis	species	47144
27482	Aphididae	family	33385
36861	Thiobacillus denitrificans	species	919
548649	Dothidotthia symphoricarpi	species	548651
721805	Amygdaleae	norank	171637
1489100	Holostei	infraclass	41665
147571	Piedraiaceae	family	134362
5825	Plasmodium chabaudi	species	418101
7041	Coleoptera	order	33392
27999	Perkinsidae	family	27998
6843	Chelicerata	subphylum	6656
36048	Tuber	genus	40289
81824	Monosiga brevicollis	species	81525
2268	Thermofilum	genus	114378
140110	Nectria haematococca	species	232080
5796	Coccidia	class	1280412
551115	Nostoc azollae 0708	norank	1164
114186	Candidatus Carsonella ruddii	species	114185
254878	Penicillium chrysogenum complex	norank	5073
92860	Pleosporales	order	451868
27994	Theileriidae	family	5863
142796	Mycetozoa	norank	554915
32003	Nitrosomonadales	order	28216
105387	Scolecida	subclass	6341
316277	Syntrophus aciditrophicus	species	43773
175121	Passeroidea	superfamily	9126
4890	Ascomycota	phylum	451864
38749	Phaeodactylaceae	family	38748
192874	Capsaspora	genus	127916
717774	Marinomonas mediterranea MMB-1	norank	119864
1579275	Trionychia	norank	8464
2276	Pyrobaculum	genus	2267
5809	Sarcocystidae	family	423054
562	Escherichia coli	species	561
1176130	Aulographum hederae	species	1176129
171627	Fusarium fujikuroi species complex	norank	5506
38609	Diprotodontia	order	9263
31244	Schistosomatoidea	superfamily	6180
1329950	Unidentata	norank	1329961
1351751	Parastagonospora	genus	5020
51511	Ciona savignyi	species	7718
1890429	Acaryochloridaceae	family	1890424
1344966	Phycomycetaceae	family	4827
167546	Prochlorococcus marinus str. MIT 9301	norank	1219
7955	Danio rerio	species	7954
9364	Erinaceus	genus	30577
665912	Bipolaris sorokiniana ND90Pr	norank	45130
55885	Peloderinae	subfamily	6243
5806	Cryptosporidium	genus	35082
9254	Prototheria	norank	40674
653667	Schizosaccharomyces cryophilus OY26	norank	866546
9362	Insectivora	order	314145
91347	Enterobacterales	order	1236
186625	Clupeocephala	norank	1489341
45141	Cucurbitaria	genus	221670
4081	Solanum lycopersicum	species	49274
4899	Schizosaccharomyces octosporus	species	4895
45307	Melanommataceae	family	92860
28221	Deltaproteobacteria	class	68525
8364	Xenopus tropicalis	species	8363
485916	Desulfotomaculum acetoxidans DSM 771	norank	58138
2267	Thermoproteaceae	family	2266
217161	Chamaesiphon	genus	1890431
7739	Branchiostoma floridae	species	7737
70987	Apinae	subfamily	7458
1301143	Xanthorioideae	subfamily	88646
721813	Maleae	tribe	171637
147547	Lecanoromycetes	class	716546
27974	Nosematidae	family	6032
389951	Serpulaceae	family	227334
607660	Ponginae	subfamily	9604
179408	Oscillatoria nigro-viridis PCC 7112	norank	482564
68336	Bacteroidetes/Chlorobi group	norank	1783270
44055	Aureococcus	genus	54409
6341	Polychaeta	class	6340
1080233	Zasmidium cellare ATCC 36951	norank	395010
135651	Caenorhabditis brenneri	species	6237
5799	Eimeriidae	family	423054
9646	Ailuropoda melanoleuca	species	9645
147367	Oryzoideae	subfamily	359160
10141	Cavia porcellus	species	10140
569360	Fusarium sambucinum species complex	norank	5506
33188	Uncinocarpus reesii	species	33187
396331	Phanerochaetaceae	family	5303
9348	Xenarthra	superorder	9347
5888	Paramecium tetraurelia	species	5884
7424	Nasonia	genus	272242
157822	Lecanorineae	suborder	5197
6412	Helobdella robusta	species	6411
85929	Sphaerulina musiva	species	237179
41873	Mamiellaceae	family	13792
3987	Ricinus	genus	235880
272242	Pteromalinae	subfamily	7423
5139	Sordariales	order	222544
178475	Niphatidae	family	6049
61853	Nomascus leucogenys	species	325165
107465	Teloschistales	order	388435
232080	Fusarium solani species complex	norank	5506
418101	Plasmodium (Vinckeia)	subgenus	5820
9365	Erinaceus europaeus	species	9364
6029	Microsporidia	phylum	4751
65093	Halothece sp. PCC 7418	species	76023
241425	Crinalium epipsammum	species	241421
32517	Tetradontoidea	superfamily	31028
38574	Leishmania donovani species complex	speciesgroup	38568
38820	Poales	order	4734
269084	Synechococcus elongatus PCC 6301	norank	32046
197221	Thermosynechococcus elongatus BP-1	norank	146786
4069	Solanales	order	91888
2191	Methanomicrobiales	order	224756
481	Neisseriaceae	family	206351
314295	Hominoidea	superfamily	9526
71241	stem eudicotyledons	norank	71240
88404	Methanocorpusculaceae	family	2191
34078	Scytonema hofmannii	species	1203
135621	Pseudomonadaceae	family	72274
703505	Patellaria	genus	37883
717646	Baudoinia panamericana UAMH 10762	norank	1709381
196023	Aeromonas hydrophila subsp. hydrophila	subspecies	644
303	Pseudomonas putida	species	136845
40410	Cryptococcus neoformans var. neoformans	varietas	5207
35725	Macrophomina phaseolina	species	35724
5820	Plasmodium	genus	1639119
10140	Cavia	genus	10139
5429	Sporobolomyces	genus	1799696
1293361	Cenchrinae	subtribe	147428
1172	Anabaena variabilis	species	1163
554296	Apusozoa	norank	2759
30539	Vicugna	genus	9835
271823	Trypethelium	genus	271822
35675	Pelagophyceae	class	33634
1301283	Oscillatoriophycideae	subclass	1117
160033	Zopfiaceae	family	159987
8509	Squamata	order	8504
91834	rosids incertae sedis	norank	71275
123366	Eurypterygia	norank	123365
102231	Gloeocapsa	genus	1890464
193568	Nanoarchaeum	genus	1890941
3440	Ranunculaceae	family	41768
54298	Chroococcidiopsis	genus	1890528
37347	Tupaia belangeri	species	9394
744530	Dissoconiaceae	family	134362
379584	Caniformia	suborder	33554
43741	Acalyptratae	norank	43738
314147	Glires	norank	314146
7245	Drosophila yakuba	species	32351
1489872	Percomorphaceae	norank	123369
6407	Glossiphoniidae	family	6406
3744	Rosales	order	91835
42374	Candida dubliniensis	species	1535326
246195	Dichelobacter nodosus VCS1703A	norank	870
1183400	Agrobacterium tumefaciens complex	speciesgroup	357
4530	Oryza sativa	species	4527
38605	Didelphimorphia	order	9263
9072	Phasianinae	subfamily	9005
227334	Coniophorineae	suborder	68889
311458	Candidatus Caldiarchaeum subterraneum	species	1048752
42742	Gelatoporia subvermispora	species	98757
338192	Nitrosopumilus maritimus	species	338191
603431	Gloniaceae	family	715341
37569	Bombycoidea	superfamily	104431
8839	Anas platyrhynchos	species	8835
7208	Loa	genus	6296
376911	Strepsirrhini	suborder	9443
5303	Polyporales	order	355688
133551	Eleutherozoa	norank	7586
1142	Synechocystis	genus	1890428
45151	Pyrenophora tritici-repentis	species	5027
41084	Polyphaga	suborder	7041
67677	Antonospora	genus	469895
464988	Hemiselmis andersenii	species	77924
436491	Theropoda	norank	436489
47251	Leptolyngbya	genus	1890438
5499	Passalora fulva	species	131316
13684	Parastagonospora nodorum	species	1351751
3398	Magnoliophyta	norank	58024
13149	Microcebus	genus	30615
766733	Scheffersomyces	genus	766764
3603	Vitis	genus	3602
135613	Chromatiales	order	1236
147368	Pooideae	subfamily	359160
59689	Arabidopsis lyrata	species	3701
314145	Laurasiatheria	superorder	1437010
3699	Brassicales	order	91836
337726	Xerinae	subfamily	55153
155892	Caulobacter vibrioides	species	75
286	Pseudomonas	genus	135621
9669	Mustela putorius furo	subspecies	9668
55879	Rhabditoidea	superfamily	6236
7716	Phlebobranchia	suborder	183770
55528	Guillardia	genus	589343
322152	Culicosporidae	family	469895
227085	Bigelowiella	genus	29197
5543	Trichoderma	genus	5129
273075	Thermoplasma acidophilum DSM 1728	norank	2303
197562	Pancrustacea	norank	197563
7217	Drosophila ananassae	species	545632
155978	Acaryochloris marina	species	155977
183925	Methanobacteria	class	28890
355688	Agaricomycetes incertae sedis	norank	155619
10020	Dipodomys ordii	species	10016
4761	Chytridiomycota	phylum	4751
7713	Ascidiacea	class	7712
121222	Pediculus	genus	121221
256003	Heterobasidion annosum species complex	norank	13562
2158	Methanobacteriales	order	183925
1497346	Thermoleophilia	class	201174
7070	Tribolium castaneum	species	7069
340080	Parameciidae	family	33825
163742	Trifolieae	tribe	3814
292564	Cyanobium gracile PCC 6307	norank	59930
186623	Actinopteri	class	7898
8360	Xenopodinae	subfamily	8352
356	Rhizobiales	order	28211
511145	Escherichia coli str. K-12 substr. MG1655	norank	83333
32524	Amniota	norank	32523
314294	Cercopithecoidea	superfamily	9526
1890452	Cyanobacteriaceae	family	1118
5849	Plasmodium gallinaceum	species	418104
30319	Pipoidea	superfamily	8342
3068	Volvox carteri f. nagariensis	forma	3067
85819	Phthiraptera	order	1930602
7147	Diptera	order	33392
167542	Prochlorococcus marinus str. MIT 9515	norank	1219
8459	Testudines	order	1329799
4910	Kluyveromyces	genus	4893
271822	Trypetheliaceae	family	714581
424574	Solaneae	tribe	424551
5794	Apicomplexa	phylum	33630
91835	fabids	norank	71275
98439	Fischerella thermalis PCC 7521	norank	372787
32443	Teleostei	infraclass	41665
114380	Desulfurococcales	order	183924
85915	Pleomassariaceae	family	92860
76023	Halothece	genus	92682
1173025	Geitlerinema sp. PCC 7407	species	63132
8292	Amphibia	class	32523
766764	Debaryomycetaceae	family	4892
45147	Lophiostomataceae	family	92860
2206	Methanosarcinaceae	family	94695
81529	Salpingoecidae	family	1924738
237895	Cryptosporidium hominis	species	5806
6074	Hydrozoa	class	6073
9443	Primates	order	314146
8826	Anseriformes	order	1549675
1437010	Boreoeutheria	norank	9347
299071	Ajellomycetaceae	family	33183
183980	Archaeoglobi	class	28890
1892251	Coleofasciculaceae	family	1150
32594	Babesiidae	family	5863
30005	Anoplura	suborder	85819
117571	Euteleostomi	norank	117570
269797	Methanosarcina barkeri str. Fusaro	norank	2208
121221	Pediculidae	family	30005
10228	Trichoplax adhaerens	species	10227
36911	Clavispora lusitaniae	species	36910
9722	Odontoceti	suborder	9721
69014	Thermococcus kodakarensis KOD1	norank	311400
431838	Intramacronucleata	subphylum	5878
32049	Synechococcus sp. PCC 7002	species	1129
272201	Chaldicoidea group	norank	7400
1783257	PVC group	norank	2
1297	Deinococcus-Thermus	phylum	1783272
38946	Paracoccidioides	genus	1593277
9528	Cercopithecinae	subfamily	9527
35719	Thielavia	genus	35718
118968	Coxiellaceae	family	118969
34346	Schizosaccharomycetales	order	147554
9605	Homo	genus	207598
9788	Equidae	family	9787
45142	Cucurbitaria berberidis	species	45141
42254	Sorex araneus	species	9379
43817	Culicinae	subfamily	7157
72274	Pseudomonadales	order	1236
5541	Thermomyces lanuginosus	species	5540
482	Neisseria	genus	481
100047	Melanomma pulvis-pyrius	species	45308
1779146	Heteroscleromorpha	subclass	6042
5333	Schizophyllum	genus	5332
135625	Pasteurellales	order	1236
1890500	Hyellaceae	family	52604
36630	Aspergillus fischeri	species	5052
186807	Peptococcaceae	family	186802
183713	Methanopyraceae	family	68985
147573	Piedraia hortae	species	147572
283909	Capitella teleta	species	51293
5061	Aspergillus niger	species	5052
59728	Taeniopygia	genus	40155
3650	Cucurbitaceae	family	71239
5865	Babesia bovis	species	5864
1168544	Cucurbitaria berberidis CBS 394.84	norank	45142
118884	unclassified Gammaproteobacteria	norank	1236
72691	Lottia	genus	69676
31281	Enterocytozoon bieneusi	species	27971
5198	Cladoniaceae	family	157822
297308	Ixodoidea	superfamily	6935
715340	Pleosporineae	suborder	92860
394221	Maricaulis maris MCS10	norank	74318
56	Sorangium cellulosum	species	39643
406427	Anthoathecata	order	37516
1164	Trichormus azollae	species	264688
68335	Coprothermobacter	genus	227387
7896	Latimeria	genus	7895
41665	Neopterygii	subclass	186623
34735	Apoidea	superfamily	7434
206349	Hydrogenophilaceae	family	119069
309798	Coprothermobacter proteolyticus DSM 5265	norank	35786
9315	Macropus eugenii	species	9312
7674	Echinacea	superorder	7638
41666	Batrachia	superorder	8292
7736	Branchiostomidae	family	7735
58839	Encephalitozoon intestinalis	species	6033
1890450	Aphanothecaceae	family	1118
32351	melanogaster subgroup	speciessubgroup	32346
5338	Agaricales	order	452333
9615	Canis lupus familiaris	subspecies	9612
53550	Culicini	tribe	43817
52604	Pleurocapsales	order	1117
1129	Synechococcus	genus	1890426
29879	Neurospora discreta	species	5140
36080	Mucor circinelloides	species	4830
9796	Equus caballus	species	35510
46630	Picrophilaceae	family	2301
1593277	Onygenales incertae sedis	norank	33183
7227	Drosophila melanogaster	species	32351
877559	Thecamonas	genus	172820
9393	Tupaiidae	family	9392
213115	Desulfovibrionales	order	28221
70771	Pyrobaculum neutrophilum	species	2276
9685	Felis catus	species	9682
876142	Encephalitozoon intestinalis ATCC 50506	norank	58839
54299	Chroococcidiopsis thermalis	species	54298
543769	Rhizaria	norank	2759
7675	Echinoida	order	7674
373984	Rivularia	genus	1185
671987	Setosphaeria turcica Et28A	norank	93612
68985	Methanopyrales	order	183988
34353	Dipodascaceae	family	4892
1489843	Gadariae	norank	1489841
1639119	Plasmodiidae	family	5819
71240	eudicotyledons	norank	1437183
9255	Monotremata	order	9254
1229	Nitrosococcus oceani	species	1227
35128	Thalassiosira pseudonana	species	35127
75	Caulobacter	genus	76892
1521260	Lycopodiidae	norank	58023
741139	Lepidopterella palustris	species	561967
5185	Pezizales	order	147549
131316	Passalora	genus	93133
1173027	Microcoleus sp. PCC 7113	species	44471
148303	Magnaporthe	genus	81093
2232	Archaeoglobaceae	family	2231
5178	Helotiales	order	147548
4734	commelinids	subclass	1437197
192989	Nanoarchaeota	phylum	1783276
7460	Apis mellifera	species	7459
84588	Synechococcus sp. WH 8102	species	1129
34374	Leptosphaeriaceae	family	715340
104431	Obtectomera	norank	37567
2284	Sulfolobus	genus	118883
186490	Candidatus Baumannia cicadellinicola	species	198346
32347	ananassae subgroup	speciessubgroup	32346
4004	Linaceae	family	3646
374469	Vanderwaltozyma	genus	4893
33013	Clavibacter michiganensis subsp. michiganensis	subspecies	28447
7717	Cionidae	family	7716
2236	Halobacteriaceae	family	2235
9721	Cetacea	order	91561
498845	Candidatus Korarchaeum	genus	51967
31932	Nitrosopumilales	order	651137
1219	Prochlorococcus marinus	species	1218
3655	Cucumis	genus	1003877
13035	Dactylococcopsis salina PCC 8305	norank	292566
8090	Oryzias latipes	species	8089
915	Nitrosomonas europaea	species	914
1890426	Synechococcaceae	family	1890424
376913	Haplorrhini	suborder	9443
51291	Chlamydiales	order	204429
39107	Murinae	subfamily	10066
238069	Saliceae	tribe	3688
27971	Enterocytozoon	genus	27970
112488	Dissoconium	genus	744530
872	Desulfovibrio	genus	194924
7746	Petromyzontidae	family	7745
41196	Neolepidoptera	infraorder	41191
543	Enterobacteriaceae	family	91347
40563	Sporobolomyces roseus	species	5429
5021	Leptosphaeria	genus	34374
56635	Aeropyrum	genus	2272
29202	Thalassiosiraceae	family	33847
1056966	Aedini	tribe	43817
376915	Lemuriformes	infraorder	376911
6340	Annelida	phylum	1206795
9481	Callithrix	genus	9480
2208	Methanosarcina barkeri	species	2207
6036	Pansporoblastina	suborder	6029
35460	Chlorellales	order	75966
218851	Aquilegia coerulea	species	3450
46631	Picrophilus	genus	46630
7865	Callorhinchidae	family	7864
311790	Afrotheria	superorder	9347
213462	Syntrophobacterales	order	28221
404260	Bryophytina	norank	3208
43733	Muscomorpha	infraorder	7203
63405	Microsporum canis	species	34392
65393	Cyanothece sp. PCC 7424	species	43988
9811	Procaviidae	family	9810
6087	Hydra vulgaris	species	6083
292563	Cyanobacterium stanieri PCC 7202	norank	102235
155616	Tremellomycetes	class	5302
329726	Acaryochloris marina MBIC11017	norank	155978
485	Neisseria gonorrhoeae	species	482
45136	Sporormia	genus	55176
1890428	Merismopediaceae	family	1890424
32519	Ostariophysi	norank	186634
186191	Marinithermus	genus	188786
7863	Holocephali	subclass	7777
147429	Andropogoneae	tribe	1648033
133076	Aphidinae	subfamily	27482
37883	Patellariaceae	family	37882
1286322	Leishmaniinae	subfamily	5654
9031	Gallus gallus	species	9030
5257	Ustilaginomycetes	class	452284
959	Bdellovibrio bacteriovorus	species	958
4895	Schizosaccharomyces	genus	4894
123365	Neoteleostei	norank	1489388
110662	Synechococcus sp. CC9605	species	1129
3193	Embryophyta	norank	131221
147569	Myriangium	genus	147568
9263	Metatheria	norank	32525
49	Polyangiaceae	family	80812
37516	Hydroidolina	subclass	6074
3152	prasinophytes	norank	3041
63577	Trichoderma atroviride	species	5543
2287	Sulfolobus solfataricus	species	2284
1033996	Nitrososphaerales	order	1643678
6183	Schistosoma mansoni	species	6181
93612	Setosphaeria turcica	species	39952
1462606	Soja	subgenus	3846
2281	Sulfolobales	order	183924
1437201	Pentapetalae	norank	91827
1892261	Chlorogloeopsidaceae	family	1161
77924	Hemiselmis	genus	589351
43179	Ictidomys tridecemlineatus	species	1141640
3051	Chlamydomonadaceae	family	3042
395962	Cyanothece sp. PCC 8802	species	43988
206389	Rhodocyclales	order	28216
218105	Cryphonectria-Endothia complex	norank	399129
83235	Postia	genus	83233
29883	Laccaria bicolor	species	29882
41980	Metallosphaera	genus	118883
51967	Candidatus Korarchaeota	phylum	1783275
243233	Methylococcus capsulatus str. Bath	norank	414
1897064	Cryptococcus neoformans species complex	norank	5206
10088	Mus	genus	39107
668547	Teratosphaeriaceae	family	134362
981100	Eutremeae	tribe	3700
1236	Gammaproteobacteria	class	1224
8976	Galliformes	order	1549675
3208	Bryophyta	norank	3193
39700	Trypanozoon	subgenus	5690
4934	Lachancea kluyveri	species	300275
35497	Suina	infraorder	91561
35472	Coccomyxaceae	family	75981
1	root	norank	1
452342	Russulales	order	355688
1047171	Zymoseptoria tritici	species	1047167
6945	Ixodes scapularis	species	6944
28072	Nostoc sp. PCC 7524	species	1177
127916	Ichthyosporea	class	42461
4914	Lachancea waltii	species	300275
5332	Schizophyllaceae	family	5338
93059	Prochlorococcus marinus str. MIT 9211	norank	1219
71527	Tenebrionoidea	superfamily	41088
69657	Hyphomonadaceae	family	204455
9913	Bos taurus	species	9903
147537	Saccharomycotina	subphylum	716545
46659	Thermoplasmataceae	family	2301
1463137	Thalictroideae	subfamily	3440
5306	Phanerochaete chrysosporium	species	5305
323261	Nitrosococcus oceani ATCC 19707	norank	1229
242159	Ostreococcus lucimarinus	species	70447
8045	Gadidae	family	1489845
2797	Bangiophyceae	class	2763
1525212	Bathycoccaceae	family	13792
368408	Thermofilum pendens Hrk 5	norank	2269
338152	Felinae	subfamily	9681
1170562	Calothrix sp. PCC 6303	norank	32054
2320	Methanopyrus kandleri	species	2319
111780	Stanieria cyanosphaera PCC 7437	norank	102116
4751	Fungi	kingdom	33154
418103	Plasmodium (Plasmodium)	subgenus	5820
1206795	Lophotrochozoa	norank	33317
30611	Otolemur garnettii	species	30610
204457	Sphingomonadales	order	28211
5016	Bipolaris maydis	species	33194
469895	Microsporidia incertae sedis	norank	6029
118072	Coelacanthimorpha	norank	8287
81957	Polychrotinae	subfamily	8515
6854	Arachnida	class	6843
4557	Sorghum	genus	1648028
1125	Microcystis	genus	1890449
118969	Legionellales	order	1236
99598	Calothrix sp. PCC 7507	species	1186
4107	Solanum	genus	424574
4953	Zygosaccharomyces	genus	4893
5476	Candida albicans	species	1535326
