ncbiID	fullName	rank	parentID
1131492	Aspergillaceae	family	5042
5042	Eurotiales	order	451871
36630	Aspergillus fischeri	species	5052
5059	Aspergillus flavus	species	5052
746128	Aspergillus fumigatus	species	5052
40384	Aspergillus kawachii	species	5052
5061	Aspergillus niger	species	5052
162425	Aspergillus nidulans	species	5052
5062	Aspergillus oryzae	species	5052
33178	Aspergillus terreus	species	5052
1176130	Aulographum hederae	species	1176129
1176129	Aulographum	genus	281109
281109	Aulographaceae	family	159987
159987	Dothideomycetes incertae sedis	norank	147541
44056	Aureococcus anophagefferens	species	44055
44055	Aureococcus	genus	54409
54409	Pelagomonadales	order	35675
35675	Pelagophyceae	class	33634
33634	Stramenopiles	norank	2759
511995	Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	norank	511435
511435	Candidatus Azobacteroides pseudotrichonymphae	species	511434
511434	Candidatus Azobacteroides	genus	333046
333046	unclassified Bacteroidales	norank	171549
171549	Bacteroidales	order	200643
200643	Bacteroidia	class	976
976	Bacteroidetes	phylum	68336
68336	Bacteroidetes/Chlorobi group	norank	1783270
1783270	FCB group	norank	2
5865	Babesia bovis	species	5864
5864	Babesia	genus	32594
32594	Babesiidae	family	5863
5863	Piroplasmida	norank	422676
422676	Aconoidasida	class	5794
5794	Apicomplexa	phylum	33630
33630	Alveolata	norank	2759
109871	Batrachochytrium dendrobatidis	species	100474
100474	Batrachochytrium	genus	1142503
1142503	Rhizophydiales incertae sedis	norank	451442
451442	Rhizophydiales	order	451435
451435	Chytridiomycetes	class	4761
4761	Chytridiomycota	phylum	112252
374463	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	norank	186490
186490	Candidatus Baumannia cicadellinicola	species	198346
198346	Candidatus Baumannia	norank	118884
118884	unclassified Gammaproteobacteria	norank	1236
717646	Baudoinia panamericana UAMH 10762	norank	1709381
1709381	Baudoinia panamericana	species	483074
483074	Baudoinia	genus	668547
668547	Teratosphaeriaceae	family	134362
264462	Bdellovibrio bacteriovorus HD100	norank	959
959	Bdellovibrio bacteriovorus	species	958
958	Bdellovibrio	genus	213483
213483	Bdellovibrionaceae	family	213481
213481	Bdellovibrionales	order	1553900
1553900	Oligoflexia	class	1224
227086	Bigelowiella natans	species	227085
227085	Bigelowiella	genus	29197
29197	Chlorarachniophyceae	norank	136419
136419	Cercozoa	norank	543769
543769	Rhizaria	norank	2759
7091	Bombyx mori	species	7090
7090	Bombyx	genus	475327
475327	Bombycinae	subfamily	7089
7089	Bombycidae	family	37569
37569	Bombycoidea	superfamily	104431
104431	Obtectomera	norank	37567
37567	Ditrysia	norank	41197
41197	Heteroneura	parvorder	41196
41196	Neolepidoptera	infraorder	41191
41191	Glossata	suborder	7088
7088	Lepidoptera	order	85604
85604	Amphiesmenoptera	norank	33392
340100	Bordetella petrii DSM 12804	norank	94624
94624	Bordetella petrii	species	517
517	Bordetella	genus	506
506	Alcaligenaceae	family	80840
80840	Burkholderiales	order	28216
28216	Betaproteobacteria	class	1224
9913	Bos taurus	species	9903
9903	Bos	genus	27592
27592	Bovinae	subfamily	9895
9895	Bovidae	family	35500
35500	Pecora	infraorder	9845
9845	Ruminantia	suborder	91561
91561	Cetartiodactyla	norank	314145
40559	Botrytis cinerea	species	33196
33196	Botrytis	genus	28983
28983	Sclerotiniaceae	family	5178
5178	Helotiales	order	147548
147548	Leotiomycetes	class	715989
715989	sordariomyceta	norank	716546
55169	Botryosphaeria dothidea	species	45132
45132	Botryosphaeria	genus	45131
45131	Botryosphaeriaceae	family	451869
451869	Botryosphaeriales	order	159987
15368	Brachypodium distachyon	species	15367
15367	Brachypodium	genus	147385
147385	Brachypodieae	tribe	147368
147368	Pooideae	subfamily	359160
359160	BOP clade	norank	4479
4479	Poaceae	family	38820
38820	Poales	order	4734
4734	commelinids	norank	1437197
1437197	Petrosaviidae	subclass	4447
4447	Liliopsida	class	1437183
7739	Branchiostoma floridae	species	7737
7737	Branchiostoma	genus	7736
7736	Branchiostomidae	family	7735
7735	Cephalochordata	subphylum	7711
3711	Brassica rapa	species	3705
3705	Brassica	genus	981071
981071	Brassiceae	tribe	3700
6279	Brugia malayi	species	6278
6278	Brugia	genus	6296
6280	Brugia pahangi	species	6278
42155	Brugia timori	species	6278
6326	Bursaphelenchus xylophilus	species	6324
6324	Bursaphelenchus	genus	33823
33823	Aphelenchoididae	family	120862
120862	Aphelenchoidea	superfamily	33283
33283	Tylenchomorpha	suborder	6300
6300	Tylenchida	order	119089
860376	Caenorhabditis angaria	species	6237
6237	Caenorhabditis	genus	55885
55885	Peloderinae	subfamily	6243
6243	Rhabditidae	family	55879
55879	Rhabditoidea	superfamily	6236
135651	Caenorhabditis brenneri	species	6237
6238	Caenorhabditis briggsae	species	6237
6239	Caenorhabditis elegans	species	6237
281687	Caenorhabditis japonica	species	6237
31234	Caenorhabditis remanei	species	6237
1550068	Caenorhabditis sinica	species	6237
1561998	Caenorhabditis tropicalis	species	6237
9483	Callithrix jacchus	species	1965096
1965096	Callithrix	subgenus	9481
9481	Callithrix	genus	9480
9480	Callitrichinae	subfamily	9498
9498	Cebidae	family	9479
9479	Platyrrhini	parvorder	314293
314293	Simiiformes	infraorder	376913
376913	Haplorrhini	suborder	9443
9443	Primates	order	314146
314146	Euarchontoglires	superorder	1437010
76887	Caldivirga maquilingensis	species	76886
76886	Caldivirga	genus	2267
2267	Thermoproteaceae	family	2266
2266	Thermoproteales	order	183924
7868	Callorhinchus milii	species	7866
7866	Callorhinchus	genus	7865
7865	Callorhinchidae	family	7864
7864	Chimaeriformes	order	7863
7863	Holocephali	subclass	7777
7777	Chondrichthyes	class	7776
311458	Candidatus Caldiarchaeum subterraneum	species	1048752
1048752	Candidatus Caldiarchaeum	genus	651142
651142	unclassified Thaumarchaeota	norank	651137
651137	Thaumarchaeota	phylum	1783275
360105	Campylobacter curvus 525.92	norank	200
200	Campylobacter curvus	species	194
194	Campylobacter	genus	72294
72294	Campylobacteraceae	family	213849
213849	Campylobacterales	order	29547
29547	Epsilonproteobacteria	class	68525
68525	delta/epsilon subdivisions	subphylum	1224
5476	Candida albicans	species	1535326
1535326	Candida	genus	1535325
1535325	Candida/Lodderomyces clade	norank	766764
766764	Debaryomycetaceae	family	4892
42374	Candida dubliniensis	species	1535326
9615	Canis lupus familiaris	subspecies	9612
9612	Canis lupus	species	9611
9611	Canis	genus	9608
9608	Canidae	family	379584
5478	[Candida] glabrata	species	600669
600669	Nakaseomyces/Candida clade	norank	374468
374468	Nakaseomyces	genus	4893
5480	Candida parapsilosis	species	1535326
5482	Candida tropicalis	species	1535326
192875	Capsaspora owczarzaki	species	192874
192874	Capsaspora	genus	127916
127916	Ichthyosporea	class	42461
42461	Opisthokonta incertae sedis	norank	33154
81985	Capsella rubella	species	3718
3718	Capsella	genus	980083
283909	Capitella teleta	species	51293
51293	Capitella	genus	51292
51292	Capitellidae	family	6342
6342	Capitellida	order	105387
105387	Scolecida	subclass	6341
6341	Polychaeta	class	6340
6340	Annelida	phylum	1206795
1206795	Lophotrochozoa	norank	33317
387662	Candidatus Carsonella ruddii PV	norank	114186
114186	Candidatus Carsonella ruddii	species	114185
114185	Candidatus Carsonella	genus	114403
114403	Zymobacter group	norank	28256
28256	Halomonadaceae	family	135619
135619	Oceanospirillales	order	1236
190650	Caulobacter vibrioides CB15	norank	155892
155892	Caulobacter vibrioides	species	75
75	Caulobacter	genus	76892
76892	Caulobacteraceae	family	204458
204458	Caulobacterales	order	28211
10141	Cavia porcellus	species	10140
10140	Cavia	genus	10139
10139	Caviidae	family	33550
33550	Hystricomorpha	suborder	9989
9989	Rodentia	order	314147
314147	Glires	norank	314146
794803	Cenococcum geophilum 1.58	norank	5570
5570	Cenococcum geophilum	species	5569
5569	Cenococcum	genus	603431
603431	Gloniaceae	family	715341
715341	Pleosporomycetidae incertae sedis	norank	451868
46770	Cenarchaeum symbiosum	species	46769
46769	Cenarchaeum	genus	205957
205957	Cenarchaeaceae	family	205948
205948	Cenarchaeales	order	651137
38033	Chaetomium globosum	species	5149
5149	Chaetomium	genus	35718
35718	Chaetomiaceae	family	5139
5139	Sordariales	order	222544
222544	Sordariomycetidae	subclass	147550
147550	Sordariomycetes	class	715989
554065	Chlorella variabilis	species	3071
3071	Chlorella	genus	35461
35461	Chlorellaceae	family	35460
35460	Chlorellales	order	75966
75966	Trebouxiophyceae	class	3041
3041	Chlorophyta	phylum	33090
331636	Chlamydia psittaci 6BC	norank	83554
83554	Chlamydia psittaci	species	810
810	Chlamydia	genus	1113537
1113537	Chlamydia/Chlamydophila group	norank	809
809	Chlamydiaceae	family	51291
51291	Chlamydiales	order	204429
204429	Chlamydiia	class	204428
204428	Chlamydiae	phylum	1783257
1783257	PVC group	norank	2
3055	Chlamydomonas reinhardtii	species	3052
3052	Chlamydomonas	genus	3051
3051	Chlamydomonadaceae	family	3042
3042	Chlamydomonadales	order	3166
3166	Chlorophyceae	class	3041
718219	Chlamydia trachomatis G/9301	norank	813
813	Chlamydia trachomatis	species	810
9358	Choloepus hoffmanni	species	9357
9357	Choloepus	genus	227508
227508	Megalonychidae	family	948953
948953	Folivora	suborder	948950
948950	Pilosa	order	9348
9348	Xenarthra	superorder	9347
7719	Ciona intestinalis	species	7718
7718	Ciona	genus	7717
7717	Cionidae	family	7716
7716	Phlebobranchia	suborder	183770
183770	Enterogona	order	7713
7713	Ascidiacea	class	7712
7712	Tunicata	subphylum	7711
51511	Ciona savignyi	species	7718
85681	Citrus clementina	species	2706
2706	Citrus	genus	1728959
1728959	Aurantioideae	subfamily	23513
23513	Rutaceae	family	41937
41937	Sapindales	order	91836
2711	Citrus sinensis	species	2706
5499	Passalora fulva	species	131316
131316	Passalora	genus	93133
93133	Mycosphaerellaceae	family	134362
27339	Cladonia grayi	species	5199
5199	Cladonia	genus	5198
5198	Cladoniaceae	family	157822
157822	Lecanorineae	suborder	5197
5197	Lecanorales	order	388435
388435	Lecanoromycetidae	subclass	1520881
1520881	OSLEUM clade	norank	147547
147547	Lecanoromycetes	class	716546
36911	Clavispora lusitaniae	species	36910
36910	Clavispora	genus	27319
27319	Metschnikowiaceae	family	4892
443906	Clavibacter michiganensis subsp. michiganensis NCPPB 382	norank	33013
33013	Clavibacter michiganensis subsp. michiganensis	subspecies	28447
28447	Clavibacter michiganensis	species	1573
1573	Clavibacter	genus	85023
85023	Microbacteriaceae	family	85006
85006	Micrococcales	order	1760
1760	Actinobacteria	class	201174
201174	Actinobacteria	phylum	1783272
212717	Clostridium tetani E88	norank	1513
1513	Clostridium tetani	species	1485
1485	Clostridium	genus	31979
31979	Clostridiaceae	family	186802
186802	Clostridiales	order	186801
186801	Clostridia	class	1239
1239	Firmicutes	phylum	1783272
930089	Bipolaris zeicola 26-R-13	norank	5017
5017	Bipolaris zeicola	species	33194
33194	Bipolaris	genus	28556
5016	Bipolaris maydis	species	33194
665024	Bipolaris maydis ATCC 48331	norank	5016
5501	Coccidioides immitis	species	5500
5500	Coccidioides	genus	1593277
1593277	Onygenales incertae sedis	norank	33183
977863	Curvularia lunata m118	norank	5503
5503	Curvularia lunata	species	5502
5502	Curvularia	genus	28556
930090	Bipolaris oryzae ATCC 44560	norank	101162
101162	Bipolaris oryzae	species	33194
199306	Coccidioides posadasii	species	5500
665912	Bipolaris sorokiniana ND90Pr	norank	45130
45130	Bipolaris sorokiniana	species	33194
574566	Coccomyxa subellipsoidea C-169	norank	248742
248742	Coccomyxa subellipsoidea	species	41891
41891	Coccomyxa	genus	35472
35472	Coccomyxaceae	family	75981
75981	Trebouxiophyceae incertae sedis	norank	75966
930091	Bipolaris victoriae FI3	norank	40125
40125	Bipolaris victoriae	species	33194
469383	Conexibacter woesei DSM 14684	norank	191495
191495	Conexibacter woesei	species	191494
191494	Conexibacter	genus	320583
320583	Conexibacteraceae	family	588673
588673	Solirubrobacterales	order	1497346
1497346	Thermoleophilia	class	201174
5346	Coprinopsis cinerea	species	184431
184431	Coprinopsis	genus	184208
184208	Psathyrellaceae	family	5338
5338	Agaricales	order	452333
452333	Agaricomycetidae	subclass	155619
155619	Agaricomycetes	class	5302
5302	Agaricomycotina	subphylum	5204
5204	Basidiomycota	phylum	451864
309798	Coprothermobacter proteolyticus DSM 5265	norank	35786
35786	Coprothermobacter proteolyticus	species	68335
68335	Coprothermobacter	genus	2138247
2138247	Coprothermobacteraceae	family	2138246
2138246	Coprothermobacterales	order	2138243
2138243	Coprothermobacteria	class	2138240
2138240	Coprothermobacterota	phylum	1783272
360115	Coxiella burnetii RSA 331	norank	777
777	Coxiella burnetii	species	776
776	Coxiella	genus	118968
118968	Coxiellaceae	family	118969
118969	Legionellales	order	1236
237895	Cryptosporidium hominis	species	5806
5806	Cryptosporidium	genus	35082
35082	Cryptosporidiidae	family	423054
423054	Eimeriorina	suborder	75739
75739	Eucoccidiorida	order	5796
5796	Coccidia	subclass	1280412
1280412	Conoidasida	class	5794
40410	Cryptococcus neoformans var. neoformans	varietas	5207
5207	Cryptococcus neoformans	species	1897064
1897064	Cryptococcus neoformans species complex	norank	5206
5206	Cryptococcus	genus	1884633
1884633	Cryptococcaceae	family	5234
5234	Tremellales	order	155616
155616	Tremellomycetes	class	5302
5807	Cryptosporidium parvum	species	5806
5116	Cryphonectria parasitica	species	5115
5115	Cryphonectria	genus	218105
218105	Cryphonectria-Endothia species complex	norank	399129
399129	Cryphonectriaceae	family	5114
5114	Diaporthales	order	222544
3027	Cryptophyta	class	2759
1168544	Cucurbitaria berberidis CBS 394.84	norank	45142
45142	Cucurbitaria berberidis	species	45141
45141	Cucurbitaria	genus	221670
221670	Cucurbitariaceae	family	715340
3659	Cucumis sativus	species	3655
3655	Cucumis	genus	1003877
1003877	Benincaseae	tribe	3650
3650	Cucurbitaceae	family	71239
71239	Cucurbitales	order	91835
91835	fabids	norank	71275
7176	Culex quinquefasciatus	species	518105
518105	Culex pipiens complex	norank	53527
53527	Culex	subgenus	7174
7174	Culex	genus	53550
53550	Culicini	tribe	43817
43988	Cyanothece	genus	1892249
1892249	Cyanothecaceae	family	1150
1150	Oscillatoriales	order	1301283
1301283	Oscillatoriophycideae	subclass	1117
45157	Cyanidioschyzon merolae	species	45156
45156	Cyanidioschyzon	genus	265316
265316	Cyanidiaceae	family	265318
265318	Cyanidiales	order	2797
2797	Bangiophyceae	class	2763
2763	Rhodophyta	norank	2759
713887	Candidatus Atelocyanobacterium thalassa	species	1453359
1453359	Candidatus Atelocyanobacterium	genus	1890450
1890450	Aphanothecaceae	family	1118
1118	Chroococcales	order	1301283
71465	Cylicostephanus goldi	species	71460
71460	Cylicostephanus	genus	132364
132364	Cyathostominae	subfamily	27830
27830	Strongylidae	family	27829
27829	Strongyloidea	superfamily	6308
7955	Danio rerio	species	7954
7954	Danio	genus	7953
7953	Cyprinidae	family	30727
30727	Cyprinoidea	superfamily	7952
7952	Cypriniformes	order	186627
186627	Cypriniphysae	superorder	186626
186626	Otophysi	norank	32519
32519	Ostariophysi	norank	186634
186634	Otomorpha	norank	186625
186625	Clupeocephala	norank	1489341
1489341	Osteoglossocephalai	norank	32443
32443	Teleostei	infraclass	41665
41665	Neopterygii	subclass	186623
186623	Actinopteri	class	7898
7898	Actinopterygii	superclass	117571
6669	Daphnia pulex	species	6668
6668	Daphnia	genus	77658
77658	Daphniidae	family	116561
116561	Anomopoda	infraorder	6665
6665	Cladocera	suborder	84337
84337	Diplostraca	order	116557
116557	Phyllopoda	subclass	6658
6658	Branchiopoda	class	6657
6657	Crustacea	subphylum	197562
9360	Dasypus	genus	9359
9359	Dasypodidae	family	948951
948951	Cingulata	order	9348
4959	Debaryomyces hansenii	species	4958
4958	Debaryomyces	genus	766764
159087	Dechloromonas aromatica RCB	norank	259537
259537	Dechloromonas aromatica	species	73029
73029	Dechloromonas	genus	2008795
2008795	Azonexaceae	family	206389
206389	Rhodocyclales	order	28216
391774	Desulfovibrio vulgaris DP4	norank	881
881	Desulfovibrio vulgaris	species	872
872	Desulfovibrio	genus	194924
194924	Desulfovibrionaceae	family	213115
213115	Desulfovibrionales	order	28221
28221	Deltaproteobacteria	class	68525
693977	Deinococcus proteolyticus MRP	norank	55148
55148	Deinococcus proteolyticus	species	1298
1298	Deinococcus	genus	183710
183710	Deinococcaceae	family	118964
118964	Deinococcales	order	188787
188787	Deinococci	class	1297
1297	Deinococcus-Thermus	phylum	1783272
485916	Desulfotomaculum acetoxidans DSM 771	norank	58138
58138	Desulfotomaculum acetoxidans	species	1562
1562	Desulfotomaculum	genus	186807
186807	Peptococcaceae	family	186802
44689	Dictyostelium discoideum	species	5782
5782	Dictyostelium	genus	2058185
2058185	Dictyosteliaceae	family	2058949
2058949	Dictyosteliales	order	33083
33083	Dictyostelids	norank	142796
142796	Mycetozoa	norank	554915
554915	Amoebozoa	norank	2759
246195	Dichelobacter nodosus VCS1703A	norank	870
870	Dichelobacter nodosus	species	869
869	Dichelobacter	genus	868
868	Cardiobacteriaceae	family	135615
135615	Cardiobacteriales	order	1236
5786	Dictyostelium purpureum	species	5782
29172	Dictyocaulus viviparus	species	29171
29171	Dictyocaulus	genus	33265
33265	Dictyocaulinae	subfamily	33264
33264	Dictyocaulidae	family	6314
6314	Trichostrongyloidea	superfamily	6308
1150837	Didymella exigua CBS 183.55	norank	100019
100019	Didymella exigua	species	55170
55170	Didymella	genus	683158
683158	Didymellaceae	family	715340
10020	Dipodomys ordii	species	10016
10016	Dipodomys	genus	38662
38662	Dipodomyinae	subfamily	10015
10015	Heteromyidae	family	1963757
1963757	Castorimorpha	suborder	9989
6287	Dirofilaria immitis	species	6286
6286	Dirofilaria	genus	6296
112489	Dissoconium aciculare	species	112488
112488	Dissoconium	genus	744530
744530	Dissoconiaceae	family	134362
675120	Dothistroma septosporum NZE10	norank	64363
64363	Dothistroma septosporum	species	242508
242508	Dothistroma	genus	93133
548649	Dothidotthia symphoricarpi	species	548651
548651	Dothidotthia	genus	548648
548648	Dothidotthiaceae	family	92860
318479	Dracunculus medinensis	species	318478
318478	Dracunculus	genus	318477
318477	Dracunculidae	family	55872
55872	Dracunculoidea	superfamily	2072718
2072718	Spirurida incertae sedis	norank	6274
7217	Drosophila ananassae	species	545632
545632	ananassae species complex	norank	32347
32347	ananassae subgroup	species subgroup	32346
32346	melanogaster group	species group	32341
32341	Sophophora	subgenus	7215
7215	Drosophila	genus	46877
46877	Drosophilini	tribe	43845
43845	Drosophilinae	subfamily	7214
7214	Drosophilidae	family	43746
43746	Ephydroidea	superfamily	43741
43741	Acalyptratae	norank	43738
43738	Schizophora	norank	480117
